2312 bytes allocated from 5058365440 to 5058367752
Before Smoothing
data[0] = ,0.000008,
data[1] = ,0.131538,
data[2] = ,0.755605,
data[3] = ,0.458650,
data[4] = ,0.532767,
data[5] = ,0.218959,
data[6] = ,0.047045,
data[7] = ,0.678865,
data[8] = ,0.679296,
data[9] = ,0.934693,
data[10] = ,0.383502,
data[11] = ,0.519416,
data[12] = ,0.830965,
data[13] = ,0.034572,
data[14] = ,0.053462,
data[15] = ,0.529700,
data[16] = ,0.671149,
data[17] = ,0.007698,
data[18] = ,0.383416,
data[19] = ,0.066842,
data[20] = ,0.417486,
data[21] = ,0.686773,
data[22] = ,0.588977,
data[23] = ,0.930436,
data[24] = ,0.846167,
data[25] = ,0.526929,
data[26] = ,0.091965,
data[27] = ,0.653919,
data[28] = ,0.415999,
data[29] = ,0.701191,
data[30] = ,0.910321,
data[31] = ,0.762198,
data[32] = ,0.262453,
data[33] = ,0.047465,
data[34] = ,0.736082,
data[35] = ,0.328234,
data[36] = ,0.632639,
data[37] = ,0.756410,
data[38] = ,0.991037,
data[39] = ,0.365339,
data[40] = ,0.247039,
data[41] = ,0.982550,
data[42] = ,0.722660,
data[43] = ,0.753356,
data[44] = ,0.651519,
data[45] = ,0.072686,
data[46] = ,0.631635,
data[47] = ,0.884707,
data[48] = ,0.272710,
data[49] = ,0.436411,
data[50] = ,0.766495,
data[51] = ,0.477732,
data[52] = ,0.237774,
data[53] = ,0.274907,
data[54] = ,0.359265,
data[55] = ,0.166507,
data[56] = ,0.486517,
data[57] = ,0.897656,
data[58] = ,0.909208,
data[59] = ,0.060564,
data[60] = ,0.904653,
data[61] = ,0.504523,
data[62] = ,0.516292,
data[63] = ,0.319033,
data[64] = ,0.986642,
data[65] = ,0.493977,
data[66] = ,0.266145,
data[67] = ,0.090733,
data[68] = ,0.947764,
data[69] = ,0.073749,
data[70] = ,0.500707,
data[71] = ,0.384142,
data[72] = ,0.277082,
data[73] = ,0.913817,
data[74] = ,0.529747,
data[75] = ,0.464446,
data[76] = ,0.940980,
data[77] = ,0.050084,
data[78] = ,0.761514,
data[79] = ,0.770205,
data[80] = ,0.827817,
data[81] = ,0.125365,
data[82] = ,0.015868,
data[83] = ,0.688455,
